sample.id	population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
sample.2676	IBS	-0.00332595	0.0238861	0.000348664	-0.000615714	0.00146563	-0.00483	0.00399555	0.0047143	-0.00432032	0.00151691	-0.00759152	-0.00549275	0.00489224	-0.00111134	-0.00783032	0.00733201	-0.0017711	0.00229428	0.00231034	0.00137033
sample.2677	IBS	-0.00214038	0.0245653	-0.000631472	0.00515282	-0.00458909	-0.00621207	0.000541065	0.00789631	-0.000837574	0.00211805	-0.0100099	-0.0051266	-0.00797548	-0.00652399	0.0142883	-0.0031806	-0.000962548	0.00613274	0.0106473	0.0153941
sample.2678	IBS	-0.00349052	0.0219394	0.00092113	0.0047891	-0.0044386	-0.00491814	-0.00404091	-0.00608574	0.00381436	0.00307591	-0.0113712	-0.00065058	-0.00787466	-0.000985529	0.00986473	-0.00713178	-0.00578937	-0.00619939	-0.00239414	-0.00794522
sample.2679	IBS	-0.00316571	0.0236816	0.000805626	0.00123597	0.00241928	0.00510802	0.0017951	0.00434666	-0.00138964	-0.0108565	-0.00287818	0.00182931	-0.00990188	0.00356469	0.00359104	-0.011394	-0.0040297	-0.00902523	0.00697122	0.00986724
sample.2680	IBS	-0.00297569	0.022034	2.19121e-05	-0.000315874	-0.00284654	0.00192408	-0.00398975	0.0100711	-0.00117677	0.00156401	-0.010643	0.00549647	0.00191403	-0.00651771	-0.0017448	0.00428652	0.00260959	0.00209021	0.0038024	0.00886293
sample.2681	IBS	-0.00265425	0.0228386	0.00102525	0.000773992	-0.00686791	0.00704231	0.00534818	0.00340127	-0.00904007	-0.00323773	-0.000332513	-0.00160583	0.011147	0.00166351	0.0111037	-0.0131482	-0.00783199	-0.0104125	0.00386143	-0.00380249
sample.2682	IBS	-0.00295009	0.0231152	0.000432926	-0.00660143	-0.00230766	0.000510701	-0.00493972	0.0028144	-0.0117949	0.00171421	-0.00736767	0.00563231	0.000746726	-0.00268305	0.000549314	-0.000989768	0.00470208	-0.00988828	-0.000511513	-0.000536656
sample.2683	IBS	-0.00323097	0.0229911	0.00248098	-0.00475272	0.00201282	-0.00366794	0.0015213	-0.00537294	0.0104722	0.00694308	-0.00123977	0.00719334	-0.013592	0.010973	-0.000100955	-0.00477418	-0.0127833	0.00613911	0.00145988	0.0111934
sample.2684	IBS	-0.00352888	0.0223695	-0.000451423	-0.000951352	-0.00171366	0.000993268	0.00216861	-0.00389852	-0.00171722	0.00216385	-0.00297943	0.000709329	8.88547e-05	-0.00159419	0.00539013	0.00778228	-0.000820335	-0.00034824	-0.00374082	0.00654693
sample.2685	IBS	-0.00264461	0.0233658	0.000367584	0.000905134	0.00184737	-0.00463629	-0.00841486	-0.00236175	0.00445348	-0.00423389	0.005302	-0.0012243	0.0034187	-0.000899047	0.00049256	0.00277628	-0.00514086	0.00556939	0.000844492	0.00508797
sample.2686	IBS	-0.00352066	0.0231027	0.00046217	-0.000929512	0.00682081	0.0053448	2.57936e-05	0.00146892	0.00320524	-0.00165242	0.00462762	0.00271161	0.00252223	-0.00752649	-0.00600775	-0.0093299	-0.00157335	0.0018815	-0.00252705	-0.0051276
sample.2687	IBS	-0.00372402	0.0240315	0.000358416	-0.000627871	-0.00247721	-0.00512698	0.00494008	-0.00725046	-0.00522138	0.00588626	-0.00435054	-0.00245781	0.00592941	0.00496569	-0.00316474	0.00464654	-0.000738734	0.00487706	-0.0044822	-0.0115921
sample.2688	IBS	-0.00348395	0.0237215	0.000661345	0.00435672	0.000401587	0.000677451	0.00316085	0.00594853	-0.00541714	0.00243546	-0.000858313	-0.00848965	0.00976906	-0.00366985	0.00486714	0.00273084	-0.00379445	-0.00470205	-0.00244724	-0.00484211
sample.2689	IBS	-0.00252314	0.0230564	0.00086976	-0.00424103	-0.00442586	0.00189994	-0.00251404	0.00588847	-0.00429707	-0.00633604	0.0031621	-0.000806881	0.00257643	-0.00212425	-0.00699928	-0.00526377	-0.0049658	0.000595552	-0.00753928	-0.00670016
sample.2690	IBS	-0.00331109	0.0244836	-0.000614317	-0.00616421	0.0067301	0.00620402	0.000293168	0.011127	-0.00433702	0.011653	0.00432854	0.00175654	0.00410703	0.00566421	0.000509542	-0.00140604	0.00528081	-0.00235917	-0.000831795	0.00851368
sample.2691	IBS	-0.00232935	0.0227161	-0.000745101	0.0019998	0.00109558	-0.00671502	0.00359415	-0.00338212	0.0130159	0.000850093	-0.00345685	-0.00661652	-0.00263677	0.00656833	-0.00429511	0.00662327	0.0046074	-0.0198889	-0.00151831	-0.0134799
sample.2692	IBS	-0.00323799	0.0226486	0.000570297	-0.0031208	0.00184883	-0.00244815	-0.00485471	-0.00207712	-0.00607955	0.00443282	0.000949623	0.00928587	-0.00451223	0.00759965	-0.00793981	-0.00333427	-0.0136077	-0.00389999	-0.00212199	-0.0034304
sample.2693	IBS	-0.00318833	0.0234804	0.00116257	1.77819e-06	0.000407757	0.000582328	-0.00737415	0.00789864	-0.0109274	0.00932104	-0.0036368	-0.00115357	-0.00271876	-0.00140657	0.00421078	-0.00952849	-0.00265065	-0.00915958	0.00277688	0.00561119
sample.2694	IBS	-0.00271856	0.0239519	0.0008447	-0.00416258	0.00256904	-0.00386543	-0.00163975	-0.000910084	-0.00738977	0.000334472	-0.000500977	0.00531166	-0.0147628	0.000531264	-0.00218049	-0.00242344	0.00918528	-0.00773374	0.00260714	0.000977549
sample.2695	IBS	-0.00321024	0.0241051	-0.00183761	-0.00122794	0.00171158	-0.00115249	0.00325639	0.0040925	0.000742774	-0.000717805	0.0052313	0.00449903	-0.00268365	0.00287096	0.000674307	-0.0015587	0.00492259	0.00339453	0.00522907	0.00446449
sample.2696	IBS	-0.0034519	0.0222148	-0.000735144	0.00525511	0.00313073	0.000285067	0.0015529	-0.00129552	-0.00464721	-0.00935678	0.0149256	0.00628847	-0.000771257	-0.00790291	0.00256151	-0.00699864	0.000862451	-0.00413437	0.00381178	0.00165543
sample.2697	IBS	-0.00271205	0.0235012	-0.00139502	-0.00224794	-0.00344776	-0.00178244	-0.00157598	0.000761034	-0.00175563	-0.0002891	0.0136614	-0.00202794	0.0070043	0.00317944	-0.00442981	-0.00269948	-0.00953008	-0.0119024	-0.00106001	0.00516
sample.2698	IBS	-0.00321189	0.024588	-0.000457734	-0.00259375	0.0037196	-0.000276189	-0.0102197	2.51498e-05	0.00514867	0.00507294	0.000341484	-0.0169504	0.0076659	-0.00341433	0.00262002	0.00493792	0.00660213	-0.00761079	0.00392368	0.00503394
sample.2699	IBS	-0.00299481	0.0237705	0.000863328	0.00464172	0.00247696	-0.00423281	-0.00262246	0.00713092	0.0075764	-0.00314198	0.00851179	-0.0105757	0.00132742	-0.00195133	0.00432491	-0.00273456	-0.00160752	0.0033179	-0.00487847	-0.00619107
sample.2700	IBS	-0.00325744	0.0224233	0.000428969	-0.000394169	0.00271079	-0.00113189	0.000440659	0.00559988	-0.00290457	-0.00151721	-0.00515386	0.00538235	0.0025369	0.00481788	0.00428195	0.00479666	0.0040884	0.00216101	0.00518166	-0.00144353
sample.2701	IBS	-0.0027937	0.0242273	-0.000414661	-0.000240171	0.00251646	0.00450098	-0.00182109	0.00334923	0.00558651	0.00109549	0.00541042	0.00508871	0.00589043	-0.0071255	0.00588036	-0.0082245	0.00280557	0.0102648	0.00562961	-0.00428084
sample.2702	IBS	-0.00314301	0.0231616	-0.000712853	-0.0024504	0.00104728	0.000779615	-0.000315927	0.00220802	-0.0041873	-0.00445282	-0.00717849	-0.0106806	-0.0026592	0.00402479	0.00137718	-0.00265529	-0.00217745	-0.0017019	-0.00755366	-0.00894556
sample.2703	IBS	-0.00304904	0.021872	0.0010908	-0.00341153	-0.0128518	-0.00154144	0.00200151	0.00189706	-0.00607259	0.00959871	-0.00226599	-0.00171181	-0.0149386	0.000407641	-0.00148331	-0.0062698	-0.0122098	-0.00807655	0.00260763	0.00261478
sample.2704	IBS	-0.00230631	0.0237298	-0.000152968	-0.00265675	-0.00549065	-0.00500291	0.00266442	-0.000466039	-0.00312849	-0.000290562	-0.0208183	-0.00871833	-0.00150435	0.00409078	0.00203029	-0.0025606	-0.0034982	0.00840365	0.00975927	0.000677369
sample.2705	IBS	-0.00204996	0.0224153	0.000505648	-0.0032837	-0.00518425	-0.00511792	0.00676337	0.0011016	-0.000582055	0.00274373	0.00419076	0.00484654	-0.000130842	-0.00966396	-0.0108255	0.00289964	0.00456461	0.00311793	0.000338324	0.00562575
sample.2706	IBS	-0.00367369	0.0240215	0.000197002	-0.00157293	0.00350747	0.00254502	0.00077167	-0.00478802	-0.00152751	0.00523773	0.000274949	0.0142392	-0.00284992	0.00264767	0.00639215	-0.00748523	-0.00417859	-0.00529155	-0.00754532	-0.00920936
sample.2707	IBS	-0.00228972	0.0244381	0.000927288	-0.00340281	0.000328045	-0.00762143	-0.00264161	0.00550444	0.00277741	0.00747895	-0.0136137	0.00598242	0.00485482	-0.00467572	-0.00592076	0.00507143	0.00545041	0.00139179	-9.8221e-05	0.00921753
sample.2708	IBS	-0.00310084	0.0232216	0.0010299	-0.000465577	-0.00582642	-0.000366143	0.0073261	0.000580487	0.000825757	0.000417012	0.00355225	-0.0102131	0.00816464	0.000776919	-0.0074948	0.00363109	-0.00504243	0.00921371	-0.00920346	-0.000592857
sample.2709	IBS	-0.00354937	0.0235698	-8.99306e-05	0.00225378	-0.00361636	0.00724411	-0.00541108	-0.00151671	-0.00539175	0.0219892	0.0137137	-0.00921043	0.00157793	0.00114815	-0.0114991	-0.00175449	0.00654479	-0.000279379	-0.000384017	0.00347953
sample.2710	IBS	-0.00244126	0.0223192	-7.81304e-05	0.00354752	-0.00250394	-0.00221708	5.80559e-06	-0.00103037	-0.00616998	-0.0188298	0.00479609	-0.00272114	0.00378293	-0.00743435	-0.00677133	0.00571768	-0.00158548	-0.000100863	-0.0044144	-0.00286597
sample.2711	IBS	-0.00232079	0.0232325	-0.000198949	0.00229145	-0.00474439	0.00371364	-0.00147687	0.0025918	-0.00491486	0.0101023	-0.00670206	0.00534851	0.00509638	-0.00495223	0.000513971	0.0114925	0.0101248	-0.00526032	-0.000295977	0.00653652
sample.2712	IBS	-0.00298027	0.0235309	-3.87693e-05	-0.0012195	0.00714665	0.00319181	0.000822341	0.00250274	-0.00564484	0.0180392	-0.0117034	0.000920924	0.00556479	0.00183107	9.54087e-05	0.00843716	-0.00993061	-0.00295093	-0.00604915	0.00285035
sample.2713	IBS	-0.00318645	0.0241704	0.00090642	-0.00440858	0.0017813	-0.00348123	-0.00180696	0.00417214	-0.0118084	-0.00409541	0.00461046	0.00375557	0.0113971	-0.00243628	0.000650514	0.00794118	0.00178129	-0.00365744	0.00675048	-0.00232109
sample.2714	IBS	-0.00292774	0.0243832	0.000543504	0.002466	0.00133549	-0.00440561	0.00673229	-0.00042959	0.01567	-0.00907982	-0.00220697	0.00479912	0.00462051	0.00165329	-0.00546921	-0.00462409	-0.00683886	-0.000370752	0.00427938	5.32442e-05
sample.2715	IBS	-0.00287811	0.023235	-0.000351138	0.000355307	0.00437598	0.000219219	-0.00802785	-0.00765992	0.00207259	0.00904501	-0.00412015	-0.0126953	0.0045682	0.00729811	0.003027	0.00901277	0.000746736	-0.00748134	0.00269299	-0.00251842
sample.2716	IBS	-0.00380465	0.0237052	0.000348284	-0.00461675	-0.00155451	-0.00530171	0.00519486	0.00350991	-0.00273164	0.00100148	-0.00489091	-0.0224044	-0.00176756	0.000350652	-0.0016221	-0.00168137	-0.0075921	0.00332947	0.00174978	-0.00645485
sample.2717	IBS	-0.0027749	0.02143	8.4422e-05	-0.00477958	0.00406065	-0.00614755	-0.00388959	0.00991069	-0.0100571	-0.00451883	0.00200569	-4.55919e-05	0.0103979	-0.0111214	-0.00999639	0.00739852	-0.00105587	0.00417971	0.00513917	0.00670579
sample.2718	IBS	-0.00299234	0.0250029	-0.00144871	0.000902518	0.00566174	0.00394835	-0.0124383	-0.00453934	-0.00357115	0.00300331	0.000418874	-0.00700017	0.00773736	0.00695737	-0.0113965	-0.00127578	-0.00447179	0.00185443	0.00959275	0.00829866
sample.2719	IBS	-0.00255564	0.022291	0.00121789	0.00125256	-0.000849787	-0.000809336	-0.00448379	-0.00546465	-0.00885208	-0.00768262	0.0112355	-0.00281861	-4.96543e-05	0.00135395	-0.00412248	0.00531743	0.00307206	0.00949578	0.00499728	-0.000282667
sample.2720	IBS	-0.00276989	0.0218297	0.00196763	-0.00287074	-0.00226708	0.000995894	-0.00478248	-0.00195915	-0.00410549	0.00611527	0.000300816	0.000247001	0.00274423	0.0050012	0.00665489	0.000688671	0.00372632	-0.00401142	-0.00065075	3.3824e-05
sample.2721	IBS	-0.00327518	0.0237627	0.000954731	0.000546532	-0.00613114	-0.000510374	0.00633078	0.000724664	0.00170853	0.00332747	-0.00985864	-0.0100672	-0.00618956	0.00697169	0.00192191	0.00447975	-0.00436581	-0.00352935	-0.00197292	-0.00988751
sample.2722	IBS	-0.00391974	0.0223716	0.000209321	0.00840671	0.000364451	-0.00106907	-3.25971e-05	0.00390745	0.0123318	0.00901356	-0.0167295	-0.00518381	-0.00328248	-0.00160344	-0.00639624	0.000893793	0.00361773	0.000858814	-0.0040813	0.00101269
sample.2723	IBS	-0.00294355	0.0231426	0.00191531	-0.00698554	0.00659386	-0.00484428	0.00657531	-0.000659868	0.00668484	-0.000182752	0.00573763	-0.00367854	-0.00397405	-0.00649284	0.0069115	-0.00736444	0.000772716	0.00536416	-0.00207837	0.000975681
sample.2724	IBS	-0.00331117	0.021664	0.000232481	0.00160322	-0.00883524	-0.00117503	0.0061436	0.0032426	-0.00138598	-0.00696896	0.00876258	0.00758505	-0.00764665	0.00469417	0.000778811	-0.0064489	0.0115623	-0.00220138	-0.00560201	0.00144015
sample.2725	IBS	-0.00206136	0.0216375	0.00123205	-0.00457009	-0.00031902	0.00349681	0.000148635	0.00038721	-0.000261656	0.00211972	0.00521804	0.0142908	-0.000700013	0.00184646	0.00095008	-0.00532132	0.00216819	-0.00730788	0.00505337	-0.00242042
sample.2726	IBS	-0.00228054	0.0244152	0.000512872	-0.00142007	0.00370322	-0.00196993	0.00155474	-0.00509126	0.00537013	-0.00936344	-0.0111722	0.00492688	-0.00666609	-0.0019808	-0.00381465	-0.0154892	-0.00721873	-0.0034854	-0.00610341	0.00529481
sample.2727	IBS	-0.00293548	0.0230026	0.000541459	-0.00417123	0.00487427	-0.00114477	0.00180204	0.00548365	0.00363292	-0.00202056	-0.00305579	-0.00872556	-0.00901682	0.000646913	0.00644157	0.00486524	-0.00975392	-0.00342561	0.0012668	-0.00129162
sample.2728	IBS	-0.00333045	0.0245425	0.000176643	-0.000163697	0.000494647	0.00133181	-0.00141718	-0.00299384	0.00382724	-0.00284521	-0.0020146	-0.00218214	0.00272818	0.00269611	0.0060932	-0.00160089	0.00463563	0.00898028	-0.00161193	0.00412465
sample.2729	IBS	-0.00345812	0.0231552	0.00029775	-0.00171771	0.00297657	0.00213566	-0.000404403	-0.00401785	-0.00957509	-0.00345201	0.00629531	-0.00651456	-0.00335679	0.00620815	0.00547388	-0.0150741	0.000940973	-0.00049316	-0.00268402	-0.00393263
sample.2730	IBS	-0.0019764	0.0226882	-0.000785472	0.00273587	0.00458302	0.00485762	-0.00400385	0.00414326	-0.00496235	-0.0029532	0.0114731	-0.0102978	0.00620777	-0.00782704	-0.00965906	0.000234086	0.00631352	0.0067198	-0.00193486	-0.00131804
sample.2731	IBS	-0.00271797	0.0237995	0.000358518	-0.00150543	0.00235749	0.00445149	0.00312058	-0.00311222	0.00166383	-0.00821314	0.0126236	0.0126845	0.00553314	0.0066308	-0.00413934	0.00113201	-0.00812797	0.00152941	0.00276649	0.00383441
sample.2732	IBS	-0.0028349	0.0215977	0.00310611	0.00625169	0.000624663	-0.000238398	-8.0606e-05	0.00820691	-0.00274809	0.000271897	-0.00400181	0.0102247	-0.0175122	-0.00329236	0.00637222	-0.0149156	-0.00612663	0.00179544	0.00465602	-0.00189172
sample.2733	IBS	-0.00335143	0.0233091	6.79125e-05	0.0064774	2.29188e-05	0.00221307	-0.00158317	0.000905698	-0.00368801	0.00273414	0.00351836	0.00584737	0.00191455	-0.00493278	-0.00149138	-4.91611e-05	-0.00131917	-0.00644841	0.000123237	-0.00814339
sample.2734	IBS	-0.00272861	0.0242113	-0.000155862	-0.00061865	-0.0046521	0.00239078	-0.00197506	0.00107357	-0.0128673	-0.00675746	-0.00589218	-0.0106233	0.00700588	-0.00199669	0.000468564	-0.00351702	-0.00232537	-0.00814039	-0.00798091	0.00679008
sample.2735	IBS	-0.00359749	0.022482	-0.000538115	-0.000344518	-0.00370978	-5.26673e-05	0.00391259	0.00684592	-7.49361e-05	-0.000502117	-0.00208668	0.00273532	-0.0067877	0.0131994	-0.00436602	-0.0143271	-0.0110593	-0.000848348	-0.00048469	0.00677148
sample.2736	IBS	-0.00389752	0.0227759	0.00123054	0.00244586	0.00657315	0.00104453	-0.0014547	0.00819685	-0.000794448	0.000867145	0.00567553	-0.00843011	-0.00546856	0.00301855	0.00231392	-0.00677549	0.00530402	-0.00263594	-0.00160938	-0.00134687
sample.2737	IBS	-0.00265208	0.0225018	-0.00113553	-0.000504129	0.0018995	0.00140142	-0.00219634	-0.00251539	0.00499634	-0.00767946	-0.00593683	0.000769466	0.00306805	-0.00191154	0.00699979	0.00111356	0.00198694	0.00299401	-0.00135314	0.00220207
sample.2738	IBS	-0.00334878	0.0239593	-0.000865578	0.00434331	0.0012823	3.90611e-05	0.00204061	0.00238933	0.00120912	-5.84774e-05	0.00620126	-0.0081177	0.0103869	0.000488046	0.00273586	0.00804517	0.00133337	-0.00457377	-0.000678883	-0.0056672
sample.2739	IBS	-0.00348878	0.0225834	0.00134866	-0.00335904	0.000182845	-0.00202881	0.00239585	0.0136634	0.00214541	-0.0112689	-0.00580475	-0.00543956	0.00311095	0.000311667	6.81242e-06	-0.000734124	-0.000125171	-0.000199497	0.00596926	-0.00263318
sample.2740	IBS	-0.00317811	0.0215802	0.00285853	-0.00604695	0.00322471	0.00190276	-0.00296241	0.00119123	0.00890499	0.0108764	-0.00957342	-0.00701656	0.00494523	-0.00611562	-0.000220667	-0.00162169	0.00120833	0.00994175	-0.000304776	0.0041707
sample.2741	IBS	-0.00277532	0.0230482	0.000413168	0.00217542	-7.24313e-05	-0.0041584	-0.00631948	-0.0023962	-0.00596572	-0.0114133	-0.00814219	0.00631056	-0.0190724	-0.000806459	0.0202569	-0.0134949	0.00367752	-0.0132678	0.00113977	-0.0123137
sample.2742	IBS	-0.00244208	0.0233134	-0.000617302	0.00132044	0.00285488	-0.00456169	0.000267915	0.000208659	-0.00240282	-0.00267396	-0.00907632	-0.00434133	-0.0111651	0.008085	-0.0107874	-0.00776301	0.00134003	-0.00859726	-0.00282781	-0.00302168
sample.2743	IBS	-0.00303213	0.023373	0.000224528	-0.00197435	0.00188429	0.00756749	-0.00151173	-0.00297534	-0.000491986	0.000885925	0.00344284	0.000338234	0.0109731	-0.00173772	0.00383314	0.00818439	0.00683607	0.00255482	0.00338916	-0.00866616
sample.2744	IBS	-0.00318557	0.0234622	-0.000686378	-0.00353681	0.00224157	-0.000519622	-0.000321843	0.000771431	0.00896168	-0.00268007	-6.80558e-05	0.00244483	-0.00635072	0.00307037	0.00156811	-0.00197411	-0.0152599	0.0043484	0.00237254	-0.000160459
sample.2745	IBS	-0.00270101	0.0225163	0.00105447	0.00499796	-0.00180277	-0.00189404	-0.00393971	0.00927146	-0.000559058	0.00645859	0.00769694	-0.00935491	0.00287286	0.00491535	-0.0042041	0.00194054	0.00876405	-0.00281141	0.0102184	-0.00718888
sample.2746	IBS	-0.00271091	0.0226322	0.000449737	-0.00037807	-0.000583158	0.00113396	0.0042316	-0.00206189	-0.00676463	-0.0011549	-0.00722704	-0.00348562	-0.00589246	-0.00358485	-0.0104336	0.00359065	0.00773223	0.00663201	-0.00253453	-0.00164282
sample.2747	IBS	-0.00294929	0.0238971	0.000486648	-0.00117613	0.00527871	-0.000480216	-0.00414778	0.00151333	-0.00352534	-0.017143	-0.0117666	-0.00159116	-0.0039443	-0.0110742	-0.00540861	0.00899745	0.00307263	0.00539943	-0.000965379	0.00488322
sample.2748	IBS	-0.0025549	0.0223034	0.000398586	0.00364758	-0.00844917	-0.00709626	-0.00119735	-0.00314075	-0.00339943	0.00138357	0.00175801	-0.0219372	0.00313283	0.00918065	-0.00482996	0.00334486	0.013576	0.00898031	0.00298408	-0.0091324
sample.2749	IBS	-0.00349117	0.0231326	0.000202639	-0.00133331	-0.000555132	0.000228338	-0.0031579	0.00220929	0.0143548	-0.00453806	0.00922368	-0.016386	0.00595297	-0.0020533	0.0112488	-0.00339102	0.00902703	-0.0036332	-0.00819439	-0.00477106
sample.2750	IBS	-0.00258392	0.0243369	-0.000825027	0.0032122	-6.28516e-05	0.00212883	0.00774875	0.00402454	0.000232394	0.0103785	-0.00772472	-0.00340211	0.000771149	0.0102824	-0.00422191	-0.0115612	-0.00123913	0.00701882	0.0121994	-0.00507848
sample.2751	IBS	-0.00344922	0.023509	0.00143217	0.000140472	-5.63326e-05	-0.00155019	0.000170493	-0.00156856	-0.00333122	0.0100829	-0.000649188	-0.0106785	-0.0106732	0.000612462	-0.00872911	-0.0066907	0.00492337	0.000492272	0.00234323	-0.000835235
sample.2752	IBS	-0.00224829	0.0223263	0.000403558	0.00289382	0.0066717	0.000220824	0.00169056	0.00248506	-0.000753202	-0.0053794	-0.0189392	-0.000782669	0.00315524	-0.000109096	-0.00103578	-0.0156896	0.00467549	-0.00267038	0.00230052	-0.00432554
sample.2753	IBS	-0.0031373	0.023878	0.00124314	0.00377968	-0.0021699	-0.00138985	-0.000341042	0.00157882	0.00762161	-0.0152793	0.00481993	0.00913077	-0.00709393	0.00675993	-0.00400098	0.00064556	0.00514674	-0.00333952	0.00243432	-0.00419018
sample.2754	IBS	-0.0030103	0.021893	0.00192631	-0.00488082	-0.000856273	-0.00261942	-0.00315159	0.00321946	-0.00213862	-0.00108158	-0.00439908	-0.00673651	0.00364821	-0.00122593	0.00390219	-0.00229063	0.00799456	-0.0058199	0.00170714	-0.00319679
sample.2755	IBS	-0.00285901	0.0246284	0.000907483	-0.00248942	0.0060528	-0.00223422	-0.00328359	-0.00330262	-0.00344044	-0.0062938	0.00798036	-0.00682295	0.00788209	-0.0110936	-0.00352357	0.00509846	0.00672133	-0.00159354	-0.0117886	0.00383244
sample.2756	IBS	-0.00307443	0.0208631	0.000839609	0.00934923	0.00433711	-0.00253478	0.000895193	-0.0036867	0.00356704	-0.0176913	0.00373289	0.00841288	-0.0078086	-0.00346313	0.00850791	-0.0124414	-0.00554119	0.0037127	0.00277515	0.00820239
sample.2757	IBS	-0.00314904	0.0231789	0.000918454	0.00428663	-8.36768e-05	-0.00247987	-0.00221502	-0.00293184	-0.00367096	-0.00380723	0.00426593	-0.0147027	0.013885	-0.00623395	-0.0129352	0.00299188	0.00951536	-0.00355987	-0.00917223	-0.00419509
sample.2758	IBS	-0.00371966	0.0240548	0.00148474	-0.00472441	0.0076308	-0.00432524	-0.00147942	0.000213732	0.00464826	0.000610821	0.00550025	-0.00545565	-0.0125699	0.00423639	-0.018376	-0.0146321	0.0023348	-0.000718273	0.00583142	-0.00028466
sample.2759	IBS	-0.00288018	0.0230505	7.49824e-05	0.00201723	0.00513861	0.00298758	-2.52008e-05	0.0012946	0.000565477	-0.00515289	0.00339762	-0.00324229	0.0093047	0.00313627	-0.0012889	0.0135862	-0.00615446	0.0017479	0.00143993	-0.00187611
sample.2760	IBS	-0.00295764	0.0238553	-0.000504437	-0.00020326	0.00378548	-0.00436316	0.00186175	0.000164368	-0.00373744	-0.0054797	0.00170993	0.00168125	0.00320891	-0.00193956	-0.0018531	-0.00241566	-0.00517339	0.000284805	-0.00907985	0.00176532
sample.2761	IBS	-0.00392084	0.0230595	0.000839299	0.0026796	0.00473583	0.0029423	0.00137349	-0.000418802	0.00574752	0.00476924	0.00389767	-0.0135287	0.00116085	0.000110128	0.00565541	-0.000924798	-0.00279488	-0.00258823	-0.00211748	-0.00504525
sample.2762	IBS	-0.00284699	0.0216977	0.000366287	-0.00270993	0.000236852	0.00654492	0.000381521	-0.0100257	0.00215669	0.00673968	0.0095122	-0.00441582	0.0126375	0.000804296	0.000913714	0.00236367	-0.00325766	-0.00695482	-0.00347737	-0.00725397
sample.2763	IBS	-0.00352829	0.0235598	0.00132651	-0.00128964	0.00103253	-0.00224553	0.00818699	0.00254753	0.00246442	0.00687863	-0.00599082	0.0089756	-0.0113764	0.00318152	0.00496132	-0.0148714	-0.00322729	0.00527312	7.61803e-05	0.00171018
sample.2764	IBS	-0.00379034	0.0223237	0.00063989	0.00298519	-0.000473311	0.00388347	-0.00326512	0.00516058	-0.00595966	-0.00157399	0.00920261	-0.00943635	-0.00254581	-0.000887797	0.000569845	-0.00927276	8.06768e-05	0.0015345	-0.000268522	0.00191172
sample.2765	IBS	-0.00382808	0.0234168	-0.000269053	0.000383048	-0.00398691	0.00272924	0.00436066	0.00204936	-0.00500668	0.00243498	-0.00443599	0.00666164	0.00419142	-0.00226491	0.00405545	0.00877145	0.00132482	-0.00393281	0.00046084	0.0116983
sample.2766	IBS	-0.00271459	0.0226359	-0.000147658	0.00205923	-0.00225513	0.000495117	-0.000966375	-0.00455507	0.00988691	0.000738553	-0.0043075	0.00781179	-0.00424733	-0.00705713	-0.000564506	-0.00190394	-0.00370204	0.00267284	0.0112921	-0.00694339
sample.2767	IBS	-0.00354805	0.0219184	0.000565534	-0.00224828	-0.000142827	0.00159628	-0.000825001	0.000435435	-0.00409961	-0.00298762	-0.001638	0.00053373	0.00593412	-0.00319277	-0.00117149	-0.00458292	0.00809546	-0.00648053	-0.00097967	0.00288674
sample.2768	IBS	-0.00320412	0.0229344	0.00130318	0.00348776	-0.0078968	-0.000465728	0.00367758	-0.00339169	0.00555093	0.00327684	-0.0141131	-0.00145291	0.000342457	0.000277539	0.000615929	-0.000399702	0.00107485	-0.00161338	-0.00259608	0.00464458
sample.2769	IBS	-0.00299945	0.0238493	0.0012307	0.000454866	0.00534826	-0.000963887	-0.000639179	0.00282492	0.00031671	-0.00867421	0.000999253	-0.000627156	0.0217008	-0.0112597	-0.00030921	0.0065495	-0.00436773	-0.00437345	-0.00307273	0.00271987
sample.2770	IBS	-0.0032138	0.0229029	-0.000184135	0.00384733	-0.00297023	0.00655965	0.00324255	-0.00507653	0.00376347	-0.00508773	-0.0205286	0.00107553	0.00454098	-0.000698626	0.00217734	-0.00650887	0.00601509	-0.00115621	-0.00234604	-0.0148075
sample.2771	IBS	-0.00244167	0.0248914	0.00101787	0.00171721	-0.000307007	0.00109838	0.00561066	0.0044199	0.00568565	-0.0104981	-0.000805392	0.00399086	0.00225342	-0.00192053	-0.00765784	0.00524333	-0.0045734	0.00280651	-0.012707	-0.00796087
sample.2772	IBS	-0.0027228	0.0222273	0.00117684	-0.00154257	0.00757096	0.00690344	-0.00033189	-0.00748279	0.00564312	-0.000427523	-0.00512483	0.0152224	-0.00167476	0.00612597	0.00549096	-0.0023966	-0.00151011	-0.00826377	0.00331217	0.00498902
sample.2773	IBS	-0.00314068	0.0236117	-0.000127947	-0.000423365	0.00162663	-0.00577067	0.00301758	-0.00301041	0.00413898	-0.00406789	0.0026158	0.00644569	0.000131751	0.00578573	-0.00824831	-0.00571456	2.06729e-05	0.0027031	-0.0066918	0.00313077
sample.2774	IBS	-0.00352189	0.0249229	0.00096485	0.00286829	0.00184406	0.00416596	0.00270793	0.00314559	-1.01946e-08	-0.0105224	-0.00597801	0.000944342	-0.0112916	0.00212241	-0.000442413	0.00302487	0.00453159	0.000775094	0.00124344	-0.0048804
